Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      174310                                  ,            1973.9600,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      174310                                  ,            2154.3000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      174310                                  ,            3545.9000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      174311                                  ,            1970.8700,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      174311                                  ,            2067.4600,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      174311                                  ,            3415.3500,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Step Ahead                                        ,PINV      174258                                  ,             318.1800,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Wilson James Limited                              ,PINV      174263                                  ,            2331.2000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      174285                                  ,               3.2000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      174286                                  ,               3.2000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,MF - General Running Costs                        ,PEG Learning Programme Developers                 ,Newcastle City Council                            ,PINV      174340                                  ,            1015.6500,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,PINV      174264                                  ,            1051.2000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,PINV      174265                                  ,              39.7100,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,PINV      174289                                  ,            1051.2000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,               8.2600,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Events Costs                                ,VE Production Display & Conservation              ,Step Ahead                                        ,PINV      174258                                  ,             536.2500,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Zoology Curation                                  ,Emcor Facility Services Ltd                       ,PINV      174269                                  ,            1628.4100,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - General Running Costs                       ,Botany Research                                   ,Brightlemon Ltd                                   ,PINV      174330                                  ,            2000.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - General Running Costs                       ,Botany Research                                   ,Brightlemon Ltd                                   ,PINV      174330                                  ,           10000.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Legal Fees                                  ,DCS Finance                                       ,Farrer &Co                                        ,PINV      174256                                  ,            1820.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Legal Fees                                  ,DCS Finance                                       ,Farrer &Co                                        ,PINV      174257                                  ,             690.3000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L - Lighting                                    ,VE Production Display & Conservation              ,Emcor Facility Services Ltd                       ,PINV      174259                                  ,            1038.1600,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,City University                                   ,PINV      174287                                  ,            3500.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Science Administration Team                       ,CF Asset Finance                                  ,PINV      174290                                  ,             578.1600,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Zoology Admin                                     ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,              34.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Sci L&A Management                                ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,              38.3200,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,DCS Finance                                       ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,              43.6600,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,DCS Directorate                                   ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,              47.0600,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,PEG VS Bookings & Helpdesk                        ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,              68.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & Stationery                             ,PEG - Development                                 ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,              96.6000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Botany Administration                             ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,              98.9700,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,VE Production Display & Conservation              ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,             110.8200,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Palaeontology Admin                               ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,             175.4900,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Sci L&A Management                                ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,             224.9800,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,DCS Human Resources Operations                    ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,             228.9100,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,PEG Directorate & Resources                       ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,             266.2200,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Estates Management                                ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,             271.1000,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Mineralogy Admin                                  ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,             402.3300,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Tring Administration                              ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,             425.5600,                                                  
DCMS                                              ,NHM                                               ,2013-03-14 00:00:00.000,Printing & stationery                             ,Science Administration Team                       ,Office Depot (Guilbert UK Ltd)                    ,PINV      174271                                  ,             425.8800,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,             738.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,             800.2300,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,             863.2000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,            1416.5600,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,            1489.7900,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,            1632.2800,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,            1944.0200,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,            4091.9700,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,            4293.6400,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,            6017.2200,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,            6389.0900,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,           12262.9200,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      174378                                  ,           80239.5200,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,VE Production Display & Conservation              ,Fastglobe (Mastics) Ltd                           ,PINV      174329                                  ,            2240.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,BAF Graphics                                      ,PINV      174402                                  ,            1298.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Exhibition Production                             ,PEG Visitor Offer Strat Non Exh Proj              ,Displayways                                       ,PINV      174321                                  ,             562.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Protean Design Ltd                                ,PINV      174394                                  ,           31856.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Exhibition Production                             ,PEG Visitor Offer Strat Non Exh Proj              ,Royal College of Art                              ,PINV      174407                                  ,            3280.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Scarletts Quality Plants                          ,PINV      174318                                  ,             600.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Scarletts Quality Plants                          ,PINV      174318                                  ,            9439.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Exhibition Production                             ,PEG Visitor Offer Strat Non Exh Proj              ,White Light (Electrics) Ltd                       ,PINV      174334                                  ,           19670.8000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Wilson James Limited                              ,PINV      174404                                  ,             339.3600,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Exhibition Production                             ,PEG Visitor Offer Strat Non Exh Proj              ,Wilson James Limited                              ,PINV      174404                                  ,            2185.5000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Freelancers / Self-employed                       ,PEG Interactive Media CLOSED                      ,Finger on the Button Ltd                          ,PINV      174358                                  ,            3446.2500,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Freelancers / Self-employed                       ,VE Production Display & Conservation              ,Sarah Punshon                                     ,PINV      174342                                  ,            2350.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Hospitality                                       ,PEG Media & External Relations                    ,Benugo                                            ,PINV      174360                                  ,            1027.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Benugo                                            ,PINV      174360                                  ,               6.5300,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurobase People                                   ,PINV      174390                                  ,               4.0100,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurobase People                                   ,PINV      174391                                  ,               5.5700,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurobase People                                   ,PINV      174392                                  ,              26.6400,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurobase People                                   ,PINV      174393                                  ,               6.6600,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Marks Sattin                                      ,PINV      174353                                  ,               6.7900,                                                  
DCMS                                              ,NHM                                               ,2013-03-15 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      174410                                  ,               7.7500,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Human Resources Operations                    ,Spring Personnel                                  ,PINV      174376                                  ,             462.5500,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Human Resources Operations                    ,Spring Personnel                                  ,PINV      174380                                  ,             598.1300,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Human Resources Operations                    ,Spring Personnel                                  ,PINV      174381                                  ,             984.3400,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Human Resources Operations                    ,Spring Personnel                                  ,PINV      174383                                  ,             881.2000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Human Resources Operations                    ,Spring Personnel                                  ,PINV      174384                                  ,             892.2200,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Human Resources Operations                    ,Spring Personnel                                  ,PINV      174385                                  ,             732.5000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,PEG VS Bookings & Helpdesk                        ,Spring Personnel                                  ,PINV      174386                                  ,            1121.4400,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,PEG VS Bookings & Helpdesk                        ,Spring Personnel                                  ,PINV      174401                                  ,            1411.8500,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,PEG VS Bookings & Helpdesk                        ,Spring Personnel                                  ,PINV      174403                                  ,            1099.7900,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,PEG Directorate & Resources                       ,Spring Personnel                                  ,PINV      174405                                  ,             659.4900,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,PEG Directorate & Resources                       ,Spring Personnel                                  ,PINV      174408                                  ,             646.8100,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,Commerce Mgmt & Strategy                          ,Spring Personnel                                  ,PINV      174411                                  ,             807.7500,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,PEG Directorate & Resources                       ,Spring Personnel                                  ,PINV      174412                                  ,             680.6300,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,Tring Visitor Services (FOH)                      ,Spring Personnel                                  ,PINV      174422                                  ,             734.4100,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Agency Temporary Staff Costs                      ,Tring Visitor Services (FOH)                      ,Spring Personnel                                  ,PINV      174424                                  ,             606.7900,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,VE VLE Welcome&Information                        ,Intelligent Counting Ltd                          ,PINV      174451                                  ,            1356.1400,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,PEG Interactive Media CLOSED                      ,Percussion Software Limited                       ,PINV      174473                                  ,           19250.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,B/S - Tangible F Assets - L&B - Cons              ,Estates Buildings                                 ,BAM Construction Ltd                              ,PINV      174419                                  ,           21000.3400,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,B/S - Tangible F Assets - L&B - Cons              ,PEG Visitor Offer Strat Non Exh Proj              ,Intelligent Counting Ltd                          ,PINV      174451                                  ,            5000.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,B/S - Tangible F/A - L&B - Irrec VAT              ,Estates Buildings                                 ,BAM Construction Ltd                              ,PINV      174419                                  ,             533.4100,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Est Rates                                         ,Estates Business Rates                            ,Dacorum Borough Council                           ,PINV      174448                                  ,            2662.5000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Bajalica Ltd                                      ,PINV      174373                                  ,            1800.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Bajalica Ltd                                      ,PINV      174379                                  ,             600.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Freelancers / Self-employed                       ,PEG Learning Programme Developers                 ,Martin Rapley                                     ,PINV      174474                                  ,             800.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Hospitality                                       ,PEG Innovations / Art Science                     ,Benugo                                            ,PINV      174262                                  ,             674.5000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Hostel/Hotel Accommodation                        ,Science Research & Consulting Office              ,Hindmill Properties Ltd- Astons Apts              ,PINV      174427                                  ,             666.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Hostel/Hotel Accommodation                        ,Science Research & Consulting Office              ,Hindmill Properties Ltd- Astons Apts              ,PINV      174428                                  ,             726.0000,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Accountancy Divisions Ltd                         ,PINV      174413                                  ,               3.3200,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Accountancy Divisions Ltd                         ,PINV      174415                                  ,               3.6400,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Gorkana Group Ltd                                 ,PINV      174480                                  ,              28.6200,                                                  
DCMS                                              ,NHM                                               ,2013-03-19 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Jonathan Steffan Limited                          ,PINV      174435                                  ,              31.8000,                                                  
DCMS                                              ,NHM                                               ,2013-03-21 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest (Sherwood) Ltd                            ,PINV      174463                                  ,               2.9300,                                                  
DCMS                                              ,NHM                                               ,2013-03-21 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest (Sherwood) Ltd                            ,PINV      174464                                  ,              19.9700,                                                  
DCMS                                              ,NHM                                               ,2013-03-21 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest (Sherwood) Ltd                            ,PINV      174465                                  ,               3.7900,                                                  
DCMS                                              ,NHM                                               ,2013-03-21 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest (Sherwood) Ltd                            ,PINV      174466                                  ,               7.6700,                                                  
DCMS                                              ,NHM                                               ,2013-03-21 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Spring Personnel                                  ,PINV      174455                                  ,               7.3200,                                                  
DCMS                                              ,NHM                                               ,2013-03-21 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Spring Personnel                                  ,PINV      174456                                  ,               7.1300,                                                  
DCMS                                              ,NHM                                               ,2013-03-21 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Spring Personnel                                  ,PINV      174457                                  ,               7.1300,                                                  
DCMS                                              ,NHM                                               ,2013-03-21 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Spring Personnel                                  ,PINV      174461                                  ,               7.3200,                                                  
