"title-titre-eng","title-titre-fra","referenceNumber-numeroReference","amendmentNumber-numeroModification","procurementNumber-numeroApprovisionnement","solicitationNumber-numeroSollicitation","contractNumber-numeroContrat","numberOfRecords-nombreEnregistrements","publicationDate-datePublication","contractAwardDate-dateAttributionContrat","amendmentDate-dateModification","contractStartDate-contratDateDebut","contractEndDate-dateFinContrat","contractAmount-montantContrat","totalContractValue-valeurTotaleContrat","contractCurrency-contratMonnaie","contractStatus-statutContrat-eng","contractStatus-statutContrat-fra","gsin-nibs","gsinDescription-nibsDescription-eng","gsinDescription-nibsDescription-fra","unspsc","unspscDescription-eng","unspscDescription-fra","procurementCategory-categorieApprovisionnement","noticeType-avisType-eng","noticeType-avisType-fra","procurementMethod-methodeApprovisionnement-eng","procurementMethod-methodeApprovisionnement-fra","selectionCriteria-criteresSelection-eng","selectionCriteria-criteresSelection-fra","limitedTenderingReason-raisonAppelOffresLimite-eng","limitedTenderingReason-raisonAppelOffresLimite-fra","tradeAgreements-accordsCommerciaux-eng","tradeAgreements-accordsCommerciaux-fra","regionsOfDelivery-regionsLivraison-eng","regionsOfDelivery-regionsLivraison-fra","supplierLegalName-nomLegalFournisseur-eng","supplierLegalName-nomLegalFournisseur-fra","supplierStandardizedName-nomNormaliseFournisseur-eng","supplierStandardizedName-nomNormaliseFournisseur-fra","supplierOperatingName-nomCommercialFournisseur-eng","supplierOperatingName-nomCommercialFournisseur-fra","supplierEmployeeCount-fournisseurNombreEmployes-eng","supplierEmployeeCount-fournisseurNombreEmployes-fra","supplierAddressLine-ligneAdresseFournisseur-eng","supplierAddressLine-ligneAdresseFournisseur-fra","supplierAddressCity-fournisseurAdresseVille-eng","supplierAddressCity-fournisseurAdresseVille-fra","supplierAddressProvince-fournisseurAdresseProvince-eng","supplierAddressProvince-fournisseurAdresseProvince-fra","supplierAddressPostalCode-fournisseurAdresseCodePostal","supplierAddressCountry-fournisseurAdressePays-eng","supplierAddressCountry-fournisseurAdressePays-fra","contractingEntityName-nomEntitContractante-eng","contractingEntityName-nomEntitContractante-fra","contractingEntityAddressLine-ligneAdresseEntiteContractante-eng","contractingEntityAddressLine-ligneAdresseEntiteContractante-fra","contractingEntityAddressCity-entiteContractanteAdresseVille-eng","contractingEntityAddressCity-entiteContractanteAdresseVille-fra","contractingEntityAddressProvince-entiteContractanteAdresseProvince-eng","contractingEntityAddressProvince-entiteContractanteAdresseProvince-fra","contractingEntityAddressPostalCode-entiteContractanteAdresseCodePostal","contractingEntityAddressCountry-entiteContractanteAdressePays-eng","contractingEntityAddressCountry-entiteContractanteAdressePays-fra","endUserEntitiesName-nomEntitesUtilisateurFinal-eng","endUserEntitiesName-nomEntitesUtilisateurFinal-fra","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-eng","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-fra","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-eng","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-fra","contactInfoName-informationsContactNom","contactInfoEmail-informationsContactCourriel","contactInfoPhone-contactInfoTelephone","contactInfoFax","contactInfoAddressLine-contactInfoAdresseLigne-eng","contactInfoAddressLine-contactInfoAdresseLigne-fra","contactInfoCity-contacterInfoVille-eng","contactInfoCity-contacterInfoVille-fra","contactInfoProvince-contacterInfoProvince-eng","contactInfoProvince-contacterInfoProvince-fra","contactInfoPostalcode","contactInfoCountry-contactInfoPays-eng","contactInfoCountry-contactInfoPays-fra","percentageOfGoodsByCountry-pourcentageDeBiensParPays","tenderDescription-descriptionAppelOffres-eng","tenderDescription-descriptionAppelOffres-fra"
"B & R ENTERPRISES LTD (F6140-181010/001/PWD~002)","B & R ENTERPRISES LTD (F6140-181010/001/PWD~002)","F6140-181010/001/PWD","002","F6140-181010","","F6140-181010/001/PWD","10","","2019-06-11","","","2019-09-18","143204.00","4126889.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","B & R Enterprises Limited","B & R Enterprises Limited","B & R ENTERPRISES LTD","B & R ENTERPRISES LTD","B & R Enterprises Limited","B & R Enterprises Limited","20 to 49 employees","20 à 49 employés","P.O. Box 297","P.O. Box 297","Springdale","Springdale","Newfoundland and Labrador","Newfoundland and Labrador","A0J1T0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"B & R ENTERPRISES LTD (F6140-181010/001/PWD~003)","B & R ENTERPRISES LTD (F6140-181010/001/PWD~003)","F6140-181010/001/PWD","003","F6140-181010","","F6140-181010/001/PWD","10","","2019-06-28","","","2019-09-18","2300.00","4126889.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","B & R Enterprises Limited","B & R Enterprises Limited","B & R ENTERPRISES LTD","B & R ENTERPRISES LTD","B & R Enterprises Limited","B & R Enterprises Limited","20 to 49 employees","20 à 49 employés","P.O. Box 297","P.O. Box 297","Springdale","Springdale","Newfoundland and Labrador","Newfoundland and Labrador","A0J1T0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"B & R ENTERPRISES LTD (F6140-181010/001/PWD~004)","B & R ENTERPRISES LTD (F6140-181010/001/PWD~004)","F6140-181010/001/PWD","004","F6140-181010","","F6140-181010/001/PWD","10","","2019-07-25","","","2019-09-18","40250.00","4126889.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","B & R Enterprises Limited","B & R Enterprises Limited","B & R ENTERPRISES LTD","B & R ENTERPRISES LTD","B & R Enterprises Limited","B & R Enterprises Limited","20 to 49 employees","20 à 49 employés","P.O. Box 297","P.O. Box 297","Springdale","Springdale","Newfoundland and Labrador","Newfoundland and Labrador","A0J1T0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"B & R ENTERPRISES LTD (F6140-181010/001/PWD~005)","B & R ENTERPRISES LTD (F6140-181010/001/PWD~005)","F6140-181010/001/PWD","005","F6140-181010","","F6140-181010/001/PWD","10","","2019-07-30","","","2019-09-18","63250.00","4126889.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","B & R Enterprises Limited","B & R Enterprises Limited","B & R ENTERPRISES LTD","B & R ENTERPRISES LTD","B & R Enterprises Limited","B & R Enterprises Limited","20 to 49 employees","20 à 49 employés","P.O. Box 297","P.O. Box 297","Springdale","Springdale","Newfoundland and Labrador","Newfoundland and Labrador","A0J1T0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"B & R ENTERPRISES LTD (F6140-181010/001/PWD~006)","B & R ENTERPRISES LTD (F6140-181010/001/PWD~006)","F6140-181010/001/PWD","006","F6140-181010","","F6140-181010/001/PWD","10","","2019-09-20","","","2019-11-27","0.00","4126889.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","B & R Enterprises Limited","B & R Enterprises Limited","B & R ENTERPRISES LTD","B & R ENTERPRISES LTD","B & R Enterprises Limited","B & R Enterprises Limited","20 to 49 employees","20 à 49 employés","P.O. Box 297","P.O. Box 297","Springdale","Springdale","Newfoundland and Labrador","Newfoundland and Labrador","A0J1T0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"B & R ENTERPRISES LTD (F6140-181010/001/PWD~007)","B & R ENTERPRISES LTD (F6140-181010/001/PWD~007)","F6140-181010/001/PWD","007","F6140-181010","","F6140-181010/001/PWD","10","","2019-10-15","","","2019-11-27","85208.00","4126889.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","B & R Enterprises Limited","B & R Enterprises Limited","B & R ENTERPRISES LTD","B & R ENTERPRISES LTD","B & R Enterprises Limited","B & R Enterprises Limited","20 to 49 employees","20 à 49 employés","P.O. Box 297","P.O. Box 297","Springdale","Springdale","Newfoundland and Labrador","Newfoundland and Labrador","A0J1T0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"B & R ENTERPRISES LTD (F6140-181010/001/PWD~008)","B & R ENTERPRISES LTD (F6140-181010/001/PWD~008)","F6140-181010/001/PWD","008","F6140-181010","","F6140-181010/001/PWD","10","","2019-11-28","","","2020-06-19","0.00","4126889.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","B & R Enterprises Limited","B & R Enterprises Limited","B & R ENTERPRISES LTD","B & R ENTERPRISES LTD","B & R Enterprises Limited","B & R Enterprises Limited","20 to 49 employees","20 à 49 employés","P.O. Box 297","P.O. Box 297","Springdale","Springdale","Newfoundland and Labrador","Newfoundland and Labrador","A0J1T0","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"BURSEY EXCAVATING & DEVELOPMENT INC (F6140-181017/001/PWD~001)","BURSEY EXCAVATING & DEVELOPMENT INC (F6140-181017/001/PWD~001)","F6140-181017/001/PWD","001","F6140-181017","","F6140-181017/001/PWD","4","","2019-07-08","","","2019-04-25","18053.00","1457427.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","BURSEY EXCAVATING & DEVELOPMENT INC.","BURSEY EXCAVATING & DEVELOPMENT INC.","BURSEY EXCAVATING & DEVELOPMENT INC","BURSEY EXCAVATING & DEVELOPMENT INC","Bursey Contracting (2010) Ltd.","Bursey Contracting (2010) Ltd.","20 to 49 employees","20 à 49 employés","71 Airport Road","71 Airport Road","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1A4Y3","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"BURSEY EXCAVATING & DEVELOPMENT INC (F6140-181017/001/PWD~002)","BURSEY EXCAVATING & DEVELOPMENT INC (F6140-181017/001/PWD~002)","F6140-181017/001/PWD","002","F6140-181017","","F6140-181017/001/PWD","4","","2019-08-06","","","2019-04-25","6064.00","1457427.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","BURSEY EXCAVATING & DEVELOPMENT INC.","BURSEY EXCAVATING & DEVELOPMENT INC.","BURSEY EXCAVATING & DEVELOPMENT INC","BURSEY EXCAVATING & DEVELOPMENT INC","Bursey Contracting (2010) Ltd.","Bursey Contracting (2010) Ltd.","20 to 49 employees","20 à 49 employés","71 Airport Road","71 Airport Road","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1A4Y3","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"BURSEY EXCAVATING & DEVELOPMENT INC (F6140-181017/001/PWD~003)","BURSEY EXCAVATING & DEVELOPMENT INC (F6140-181017/001/PWD~003)","F6140-181017/001/PWD","003","F6140-181017","","F6140-181017/001/PWD","4","","2019-09-30","","","2019-04-25","5142.00","1457427.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","BURSEY EXCAVATING & DEVELOPMENT INC.","BURSEY EXCAVATING & DEVELOPMENT INC.","BURSEY EXCAVATING & DEVELOPMENT INC","BURSEY EXCAVATING & DEVELOPMENT INC","Bursey Contracting (2010) Ltd.","Bursey Contracting (2010) Ltd.","20 to 49 employees","20 à 49 employés","71 Airport Road","71 Airport Road","St. John's","St. John's","Newfoundland and Labrador","Newfoundland and Labrador","A1A4Y3","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~002)","TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~002)","F6140-181022/001/PWD","002","F6140-181022","","F6140-181022/001/PWD","9","","2019-10-21","","","2019-10-22","20700.00","3220810.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Trident Construction Ltd.","Trident Construction Ltd.","TRIDENT CONSTRUCTION LTD","TRIDENT CONSTRUCTION LTD","Trident Construction Limited","Trident Construction Limited","20 to 49 employees","20 à 49 employés","21 Dundee Ave.","21 Dundee Ave.","Mt. Pearl","Mt. Pearl","Newfoundland and Labrador","Newfoundland and Labrador","A1N4R6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~003)","TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~003)","F6140-181022/001/PWD","003","F6140-181022","","F6140-181022/001/PWD","9","","2019-10-22","","","2019-10-22","20584.00","3220810.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Trident Construction Ltd.","Trident Construction Ltd.","TRIDENT CONSTRUCTION LTD","TRIDENT CONSTRUCTION LTD","Trident Construction Limited","Trident Construction Limited","20 to 49 employees","20 à 49 employés","21 Dundee Ave.","21 Dundee Ave.","Mt. Pearl","Mt. Pearl","Newfoundland and Labrador","Newfoundland and Labrador","A1N4R6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~004)","TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~004)","F6140-181022/001/PWD","004","F6140-181022","","F6140-181022/001/PWD","9","","2019-10-31","","","2019-11-22","0.00","3220810.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Trident Construction Ltd.","Trident Construction Ltd.","TRIDENT CONSTRUCTION LTD","TRIDENT CONSTRUCTION LTD","Trident Construction Limited","Trident Construction Limited","20 to 49 employees","20 à 49 employés","21 Dundee Ave.","21 Dundee Ave.","Mt. Pearl","Mt. Pearl","Newfoundland and Labrador","Newfoundland and Labrador","A1N4R6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~005)","TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~005)","F6140-181022/001/PWD","005","F6140-181022","","F6140-181022/001/PWD","9","","2019-11-21","","","2019-11-22","52659.00","3220810.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Trident Construction Ltd.","Trident Construction Ltd.","TRIDENT CONSTRUCTION LTD","TRIDENT CONSTRUCTION LTD","Trident Construction Limited","Trident Construction Limited","20 to 49 employees","20 à 49 employés","21 Dundee Ave.","21 Dundee Ave.","Mt. Pearl","Mt. Pearl","Newfoundland and Labrador","Newfoundland and Labrador","A1N4R6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~006)","TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~006)","F6140-181022/001/PWD","006","F6140-181022","","F6140-181022/001/PWD","9","","2019-11-21","","","2019-12-06","0.00","3220810.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Trident Construction Ltd.","Trident Construction Ltd.","TRIDENT CONSTRUCTION LTD","TRIDENT CONSTRUCTION LTD","Trident Construction Limited","Trident Construction Limited","20 to 49 employees","20 à 49 employés","21 Dundee Ave.","21 Dundee Ave.","Mt. Pearl","Mt. Pearl","Newfoundland and Labrador","Newfoundland and Labrador","A1N4R6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
"TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~007)","TRIDENT CONSTRUCTION LTD (F6140-181022/001/PWD~007)","F6140-181022/001/PWD","007","F6140-181022","","F6140-181022/001/PWD","9","","2019-12-06","","","2019-12-13","0.00","3220810.00","CAD","","","*5133C","*Waterways, Harbours, Dams and Other Water Works","*Voies de navigation, ports, barrages et autres adductions d'eau","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Trident Construction Ltd.","Trident Construction Ltd.","TRIDENT CONSTRUCTION LTD","TRIDENT CONSTRUCTION LTD","Trident Construction Limited","Trident Construction Limited","20 to 49 employees","20 à 49 employés","21 Dundee Ave.","21 Dundee Ave.","Mt. Pearl","Mt. Pearl","Newfoundland and Labrador","Newfoundland and Labrador","A1N4R6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Fisheries and Oceans Canada","Pêches et Océans Canada","SMALL CRAFT HARBOURS EAST NL","N/D","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","NORTHWEST ATLANTIC FISHERIES CENTRE<br>PO BOX 5667,ST. JOHN'S,Newfoundland and Labrador,A1C5X1,Canada","","","","","","","","","","","","","","","",""
